11100001,BetOnline,1096,1610612741,1610612754,-4,4,-110,-110
11100002,BetOnline,1096,1610612740,1610612763,9,-9,-110,-110
11100003,BetOnline,1096,1610612755,1610612764,-2,2,-110,-110
11100004,BetOnline,1096,1610612739,1610612765,5.5,-5.5,-110,-110
11100005,BetOnline,1096,1610612752,1610612751,-5.5,5.5,-110,-110
11100006,BetOnline,1096,1610612759,1610612745,2.5,-2.5,-110,-110
11100007,BetOnline,1096,1610612749,1610612750,5.5,-5.5,-110,-110
11100008,BetOnline,1096,1610612758,1610612744,5,-5,-110,-110
11100009,BetOnline,1096,1610612738,1610612761,-4.5,4.5,-115,-105
11100010,BetOnline,1096,1610612753,1610612748,5,-5,-110,-110
11100011,BetOnline,1096,1610612760,1610612742,2.5,-2.5,-110,-110
11100012,BetOnline,1096,1610612737,1610612766,-4.5,4.5,-110,-110
11100013,BetOnline,1096,1610612762,1610612757,7,-7,-110,-110
11100014,BetOnline,1096,1610612746,1610612747,3,-3,-110,-110
11100015,BetOnline,1096,1610612764,1610612755,8,-8,-110,-110
11100016,BetOnline,1096,1610612765,1610612739,3.5,-3.5,-110,-110
11100017,BetOnline,1096,1610612754,1610612741,8.5,-8.5,-110,-110
11100018,BetOnline,1096,1610612756,1610612743,4.5,-4.5,-110,-110
11100019,BetOnline,1096,1610612742,1610612760,5.5,-5.5,-110,-110
11100020,BetOnline,1096,1610612744,1610612758,-3.5,3.5,-110,-110
11100021,BetOnline,1096,1610612748,1610612753,-6.5,6.5,-110,-110
11100022,BetOnline,1096,1610612763,1610612740,-7,7,-110,-110
11100023,BetOnline,1096,1610612757,1610612762,3.5,-3.5,-110,-110
11100024,BetOnline,1096,1610612761,1610612738,5.5,-5.5,-110,-110
11100025,BetOnline,1096,1610612751,1610612752,7,-7,-110,-110
11100026,BetOnline,1096,1610612750,1610612749,7,-7,-110,-110
11100027,BetOnline,1096,1610612745,1610612759,4.5,-4.5,-110,-110
11100028,BetOnline,1096,1610612747,1610612746,6,-6,-110,-110
11100029,BetOnline,1096,1610612743,1610612756,1.5,-1.5,-110,-110
11100030,BetOnline,1096,1610612766,1610612737,7,-7,-115,-105
11700001,BetOnline,1096,1610612743,1610612744,8.5,-8.5,100,-120
11700002,BetOnline,1096,1610612750,1610612747,-4,4,-105,-115
20600547,BetOnline,1096,1610612740,1610612749,-1.5,1.5,-105,-105
20601100,BetOnline,1096,1610612764,1610612766,0,0,-105,-105
20601101,BetOnline,1096,1610612765,1610612754,-4.5,4.5,-105,-105
20601102,BetOnline,1096,1610612761,1610612748,5,-5,-105,-105
20601105,BetOnline,1096,1610612739,1610612750,-3.5,3.5,-105,-105
20601143,BetOnline,1096,1610612739,1610612765,5.5,-5.5,-112,-108
20601144,BetOnline,1096,1610612756,1610612747,-4.5,4.5,-108,-112
20601145,BetOnline,1096,1610612741,1610612761,1,-1,-113,-107
20601146,BetOnline,1096,1610612766,1610612748,9,-9,-110,-110
20601147,BetOnline,1096,1610612737,1610612755,9.5,-9.5,-114,-106
20601148,BetOnline,1096,1610612745,1610612758,-4,4,-110,-110
20601149,BetOnline,1096,1610612765,1610612752,-7.5,7.5,-110,-110
20601150,BetOnline,1096,1610612753,1610612749,-6,6,-107,-113
20601151,BetOnline,1096,1610612757,1610612759,14,-14,-110,-110
20601152,BetOnline,1096,1610612761,1610612750,-2.5,2.5,-110,-110
20601153,BetOnline,1096,1610612746,1610612742,7.5,-7.5,-113,-107
20601154,BetOnline,1096,1610612747,1610612743,6.5,-6.5,-114,-106
20601156,BetOnline,1096,1610612762,1610612744,5,-5,-113,-107
20601157,BetOnline,1096,1610612754,1610612755,-3.5,3.5,-110,-110
